currSlide,currImage,currText,blockNum,targetHappiness,highAmount,instructionLoop1.thisRepN,instructionLoop1.thisTrialN,instructionLoop1.thisN,instructionLoop1.thisIndex,instructionLoop2.thisRepN,instructionLoop2.thisTrialN,instructionLoop2.thisN,instructionLoop2.thisIndex,blockLoop.thisRepN,blockLoop.thisTrialN,blockLoop.thisN,blockLoop.thisIndex,trialLoop.thisRepN,trialLoop.thisTrialN,trialLoop.thisN,trialLoop.thisIndex,doRatingLoop.thisRepN,doRatingLoop.thisTrialN,doRatingLoop.thisN,doRatingLoop.thisIndex,trialHappyLoop.thisRepN,trialHappyLoop.thisTrialN,trialHappyLoop.thisN,trialHappyLoop.thisIndex,logWinningsLoop.thisRepN,logWinningsLoop.thisTrialN,logWinningsLoop.thisN,logWinningsLoop.thisIndex,instrImage.started,instrImage.stopped,instrText.started,instrText.stopped,instrContinueText.started,instrContinueText.stopped,instrKeyResp.keys,instrKeyResp.rt,instrKeyResp.started,instrKeyResp.stopped,lifeHappyText.started,lifeHappyText.stopped,lifeHappySlider.response,lifeHappySlider.rt,lifeHappySlider.started,lifeHappySlider.stopped,lifeHappyResp.keys,lifeHappyResp.started,lifeHappyResp.stopped,instrImage_2.started,instrImage_2.stopped,instrText_2.started,instrText_2.stopped,instrContinueText_2.started,instrContinueText_2.stopped,instrKeyResp_2.keys,instrKeyResp_2.rt,instrKeyResp_2.started,instrKeyResp_2.stopped,localizing.started,localizing.stopped,start_exp.keys,start_exp.rt,start_exp.started,start_exp.stopped,blockHappyText.started,blockHappyText.stopped,blockHappySlider.response,blockHappySlider.rt,blockHappySlider.started,blockHappySlider.stopped,blockHappyResp.keys,blockHappyResp.rt,blockHappyResp.started,blockHappyResp.stopped,blankText.started,blankText.stopped,isHappyBlock,isCongruent,isWinOnTop,lastHappyRating,diff,sumDiff,RPE,winAmount,loseAmount,certainAmount,choice,outcome,outcomeAmount,currentWinnings,fixCross.started,fixCross.stopped,certainBox.started,certainBox.stopped,outcome1Box.started,outcome1Box.stopped,outcome2Box.started,outcome2Box.stopped,certainText.started,certainText.stopped,outcome1Text.started,outcome1Text.stopped,outcome2Text.started,outcome2Text.stopped,choiceKey.keys,choiceKey.started,choiceKey.stopped,fixCross_2.started,fixCross_2.stopped,certainBox_2.started,certainBox_2.stopped,outcome1Box_2.started,outcome1Box_2.stopped,outcome2Box_2.started,outcome2Box_2.stopped,certainText_2.started,certainText_2.stopped,outcome1Text_2.started,outcome1Text_2.stopped,outcome2Text_2.started,outcome2Text_2.stopped,fixCross_3.started,fixCross_3.stopped,certainBox_3.started,certainBox_3.stopped,outcome1Box_3.started,outcome1Box_3.stopped,outcome2Box_3.started,outcome2Box_3.stopped,certainText_3.started,certainText_3.stopped,outcome1Text_3.started,outcome1Text_3.stopped,outcome2Text_3.started,outcome2Text_3.stopped,fixCross_ITI.started,fixCross_ITI.stopped,choiceKey.rt,fixCross_ISI.started,fixCross_ISI.stopped,happyText.started,happyText.stopped,happySlider.response,happySlider.rt,happySlider.started,happySlider.stopped,happyResp.keys,happyResp.started,happyResp.stopped,endOfBlockText.started,endOfBlockText.stopped,restKeyResp.keys,restKeyResp.rt,restKeyResp.started,restKeyResp.stopped,finalWinnings,cashBonus,goodbyeText.started,goodbyeText.stopped,finalWinningsText.started,finalWinningsText.stopped,spaceToContinue.started,spaceToContinue.stopped,goodbyeKeyResp_2.keys,goodbyeKeyResp_2.rt,goodbyeKeyResp_2.started,goodbyeKeyResp_2.stopped,participant,date,expName,psychopyVersion,frameRate,
,,,1,1,5.3,,,,,,,,,0,0,0,0,0,13,13,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,0.94,-0.06000000000000005,-0.9700000000000001,1.810000000000001,5.3,3.489999999999999,1.7449999999999994,gamble,win,5.3,94.06124999999999,340.748729499348,None,340.748729499348,None,340.748729499348,None,340.748729499348,None,340.748729499348,None,340.748729499348,None,340.748729499348,None,1,340.748729499348,None,341.8991208730731,None,341.8991208730731,None,341.8991208730731,None,341.8991208730731,None,341.8991208730731,None,341.8991208730731,None,341.8991208730731,None,345.8840278182179,None,345.8840278182179,None,345.8840278182179,None,345.8840278182179,None,345.8840278182179,None,345.8840278182179,None,345.8840278182179,None,346.88451579542016,None,1.1174082747020293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22694,2019_Oct_07_1051,Mmi_3levels,3.1.5,59.99523899930179,
,,,1,1,4.7,,,,,,,,,0,0,0,0,0,14,14,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,0.94,-0.06000000000000005,-1.0300000000000002,1.870000000000001,4.7,2.829999999999999,1.4149999999999996,gamble,win,4.7,98.76124999999999,348.90189130362705,None,348.90189130362705,None,348.90189130362705,None,348.90189130362705,None,348.90189130362705,None,348.90189130362705,None,348.90189130362705,None,1,348.90189130362705,None,350.7026490922144,None,350.7026490922144,None,350.7026490922144,None,350.7026490922144,None,350.7026490922144,None,350.7026490922144,None,350.7026490922144,None,354.70414790220093,None,354.70414790220093,None,354.70414790220093,None,354.70414790220093,None,354.70414790220093,None,354.70414790220093,None,354.70414790220093,None,364.19118818768766,None,1.7677785294072237,355.68793265978456,None,356.6882545647386,None,1.0,7.502908664086135,359.6894093907904,None,None,359.6894093907904,None,,,,,,,,,,,,,,,,,,,22694,2019_Oct_07_1051,Mmi_3levels,3.1.5,59.99523899930179,
,,,1,1,1.3,,,,,,,,,0,0,0,0,0,15,15,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,1.0,0.0,-1.0300000000000002,1.0300000000000002,1.3,0.2699999999999998,0.7849999999999999,certain,certain,0.7849999999999999,99.54624999999999,366.20865041183424,None,366.20865041183424,None,366.20865041183424,None,366.20865041183424,None,366.20865041183424,None,366.20865041183424,None,366.20865041183424,None,3,366.20865041183424,None,369.1431273930939,None,369.1431273930939,None,369.1431273930939,None,369.1431273930939,None,369.1431273930939,None,369.1431273930939,None,369.1431273930939,None,373.1446668411663,None,373.1446668411663,None,373.1446668411663,None,373.1446668411663,None,373.1446668411663,None,373.1446668411663,None,373.1446668411663,None,374.12839752127184,None,2.9014999619103037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22694,2019_Oct_07_1051,Mmi_3levels,3.1.5,59.99523899930179,
,,,1,1,0.9,,,,,,,,,0,0,0,0,0,16,16,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,1.0,0.0,-1.0300000000000002,1.0300000000000002,0.9,-0.13000000000000023,0.3849999999999999,certain,certain,0.3849999999999999,99.93124999999999,376.1458063079335,None,376.1458063079335,None,376.1458063079335,None,376.1458063079335,None,376.1458063079335,None,376.1458063079335,None,376.1458063079335,None,3,376.1458063079335,None,378.39667554732296,None,378.39667554732296,None,378.39667554732296,None,378.39667554732296,None,378.39667554732296,None,378.39667554732296,None,378.39667554732296,None,382.39825179366744,None,382.39825179366744,None,382.39825179366744,None,382.39825179366744,None,382.39825179366744,None,382.39825179366744,None,382.39825179366744,None,391.8852632804774,None,2.2179450176190585,383.3819767140376,None,384.38236645582947,None,0.96,7.502996979979798,387.3835312014271,None,None,387.3835312014271,None,,,,,,,,,,,,,,,,,,,22694,2019_Oct_07_1051,Mmi_3levels,3.1.5,59.99523899930179,
,,,1,1,1.7,,,,,,,,,0,0,0,0,0,17,17,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,0.96,-0.040000000000000036,-1.0700000000000003,1.6300000000000008,1.7,0.06999999999999917,0.8849999999999996,gamble,win,1.7,101.63125,393.90269190623076,None,393.90269190623076,None,393.90269190623076,None,393.90269190623076,None,393.90269190623076,None,393.90269190623076,None,393.90269190623076,None,None,393.90269190623076,None,396.90394240780734,None,396.90394240780734,None,396.90394240780734,None,396.90394240780734,None,396.90394240780734,None,396.90394240780734,None,396.90394240780734,None,400.905448577425,None,400.905448577425,None,400.905448577425,None,400.905448577425,None,400.905448577425,None,400.905448577425,None,400.905448577425,None,401.8891642182425,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22694,2019_Oct_07_1051,Mmi_3levels,3.1.5,59.99523899930179,
,,,1,1,5.9,,,,,,,,,0,0,0,0,0,18,18,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,True,0.96,-0.040000000000000036,-1.1100000000000003,-0.23250000000000015,5.9,5.6675,2.83375,gamble,lose,5.6675,107.29875,403.9066325221211,None,403.9066325221211,None,403.9066325221211,None,403.9066325221211,None,403.9066325221211,None,403.9066325221211,None,403.9066325221211,None,1,403.9066325221211,None,405.307169969019,None,405.307169969019,None,405.307169969019,None,405.307169969019,None,405.307169969019,None,405.307169969019,None,405.307169969019,None,409.30872541634017,None,409.30872541634017,None,409.30872541634017,None,409.30872541634017,None,409.30872541634017,None,409.30872541634017,None,409.30872541634017,None,410.2924298576545,None,1.3676001057319809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22694,2019_Oct_07_1051,Mmi_3levels,3.1.5,59.99523899930179,
,,,1,1,-0.5,,,,,,,,,0,0,0,0,0,19,19,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,0.96,-0.040000000000000036,-1.1500000000000004,1.7100000000000009,-0.5,-2.210000000000001,-1.3550000000000004,gamble,win,-0.5,106.79875,412.3098325646133,None,412.3098325646133,None,412.3098325646133,None,412.3098325646133,None,412.3098325646133,None,412.3098325646133,None,412.3098325646133,None,None,412.3098325646133,None,415.3109982701426,None,415.3109982701426,None,415.3109982701426,None,415.3109982701426,None,415.3109982701426,None,415.3109982701426,None,415.3109982701426,None,419.3126151546021,None,419.3126151546021,None,419.3126151546021,None,419.3126151546021,None,419.3126151546021,None,419.3126151546021,None,419.3126151546021,None,428.81626234421856,None,,420.29624823926133,None,421.2966018227453,None,0.9,7.519766116514802,424.2978596839821,None,None,424.2978596839821,None,,,,,,,,,,,,,,,,,,,22694,2019_Oct_07_1051,Mmi_3levels,3.1.5,59.99523899930179,
,,,1,1,9.3,,,,,,,,,0,0,0,0,0,20,20,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,True,0.9,-0.09999999999999998,-1.2500000000000004,-0.4541666666666666,9.3,8.845833333333335,4.4229166666666675,gamble,lose,8.845833333333335,115.64458333333333,430.8337392876856,None,430.8337392876856,None,430.8337392876856,None,430.8337392876856,None,430.8337392876856,None,430.8337392876856,None,430.8337392876856,None,1,430.8337392876856,None,432.1009101654636,None,432.1009101654636,None,432.1009101654636,None,432.1009101654636,None,432.1009101654636,None,432.1009101654636,None,432.1009101654636,None,436.1024153751496,None,436.1024153751496,None,436.1024153751496,None,436.1024153751496,None,436.1024153751496,None,436.1024153751496,None,436.1024153751496,None,437.08616557435016,None,1.2341618599602953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22694,2019_Oct_07_1051,Mmi_3levels,3.1.5,59.99523899930179,
,,,1,1,2.1,,,,,,,,,0,0,0,0,0,21,21,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,0.9,-0.09999999999999998,-1.3500000000000005,2.75,2.1,-0.6499999999999999,0.7250000000000001,certain,certain,0.7250000000000001,116.36958333333332,439.1035862004501,None,439.1035862004501,None,439.1035862004501,None,439.1035862004501,None,439.1035862004501,None,439.1035862004501,None,439.1035862004501,None,3,439.1035862004501,None,441.50450538948644,None,441.50450538948644,None,441.50450538948644,None,441.50450538948644,None,441.50450538948644,None,441.50450538948644,None,441.50450538948644,None,445.5061165142397,None,445.5061165142397,None,445.5061165142397,None,445.5061165142397,None,445.5061165142397,None,445.5061165142397,None,445.5061165142397,None,454.9931075220229,None,2.3677978564810473,446.48982415540377,None,447.49019597802544,None,0.96,7.502729792468017,450.4913031262986,None,None,450.4913031262986,None,,,,,,,,,,,,,,,,,,,22694,2019_Oct_07_1051,Mmi_3levels,3.1.5,59.99523899930179,
,,,1,1,8.3,,,,,,,,,0,0,0,0,0,22,22,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,0.96,-0.040000000000000036,-1.3900000000000006,1.950000000000001,8.3,6.35,3.175,gamble,win,8.3,124.66958333333332,457.01059502499993,None,457.01059502499993,None,457.01059502499993,None,457.01059502499993,None,457.01059502499993,None,457.01059502499993,None,457.01059502499993,None,1,457.01059502499993,None,458.66121518801083,None,458.66121518801083,None,458.66121518801083,None,458.66121518801083,None,458.66121518801083,None,458.66121518801083,None,458.66121518801083,None,462.66274951634114,None,462.66274951634114,None,462.66274951634114,None,462.66274951634114,None,462.66274951634114,None,462.66274951634114,None,462.66274951634114,None,463.6464341185929,None,1.6176860217237845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22694,2019_Oct_07_1051,Mmi_3levels,3.1.5,59.99523899930179,
,,,1,1,7.5,,,,,,,,,0,0,0,0,0,23,23,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,0.96,-0.040000000000000036,-1.4300000000000006,1.990000000000001,7.5,5.509999999999999,2.7549999999999994,gamble,win,7.5,132.16958333333332,465.66389154296485,None,465.66389154296485,None,465.66389154296485,None,465.66389154296485,None,465.66389154296485,None,465.66389154296485,None,465.66389154296485,None,1,465.66389154296485,None,467.2645089221478,None,467.2645089221478,None,467.2645089221478,None,467.2645089221478,None,467.2645089221478,None,467.2645089221478,None,467.2645089221478,None,471.26606404947233,None,471.26606404947233,None,471.26606404947233,None,471.26606404947233,None,471.26606404947233,None,471.26606404947233,None,471.26606404947233,None,480.7531075348088,None,1.5677517146395985,472.2498584066052,None,473.25016687219613,None,0.91,7.502833467617165,476.25130217915284,None,None,476.25130217915284,None,,,,,,,,,,,,,,,,,,,22694,2019_Oct_07_1051,Mmi_3levels,3.1.5,59.99523899930179,
,,,1,1,10.5,,,,,,,,,0,0,0,0,0,24,24,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,0.91,-0.08999999999999997,-1.5200000000000005,2.7800000000000002,10.5,7.72,3.86,gamble,win,10.5,142.66958333333332,482.77053584056557,None,482.77053584056557,None,482.77053584056557,None,482.77053584056557,None,482.77053584056557,None,482.77053584056557,None,482.77053584056557,None,1,482.77053584056557,None,484.18780946554034,None,484.18780946554034,None,484.18780946554034,None,484.18780946554034,None,484.18780946554034,None,484.18780946554034,None,484.18780946554034,None,488.18934795365203,None,488.18934795365203,None,488.18934795365203,None,488.18934795365203,None,488.18934795365203,None,488.18934795365203,None,488.18934795365203,None,489.17306807424757,None,1.3841538923443295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22694,2019_Oct_07_1051,Mmi_3levels,3.1.5,59.99523899930179,
,,,1,1,10.3,,,,,,,,,0,0,0,0,0,25,25,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,0.91,-0.08999999999999997,-1.6100000000000003,2.87,10.3,7.430000000000001,3.7150000000000003,gamble,win,10.3,152.96958333333333,491.1905184589559,None,491.1905184589559,None,491.1905184589559,None,491.1905184589559,None,491.1905184589559,None,491.1905184589559,None,491.1905184589559,None,1,491.1905184589559,None,492.6077191273507,None,492.6077191273507,None,492.6077191273507,None,492.6077191273507,None,492.6077191273507,None,492.6077191273507,None,492.6077191273507,None,496.60926977489726,None,496.60926977489726,None,496.60926977489726,None,496.60926977489726,None,496.60926977489726,None,496.60926977489726,None,496.60926977489726,None,497.59294029782177,None,1.3842534076829907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22694,2019_Oct_07_1051,Mmi_3levels,3.1.5,59.99523899930179,
,,,1,1,2.3,,,,,,,,,0,0,0,0,0,26,26,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,0.91,-0.08999999999999997,-1.7000000000000002,2.96,2.3,-0.6600000000000001,0.8199999999999998,certain,certain,0.8199999999999998,153.78958333333333,499.61039100252674,None,499.61039100252674,None,499.61039100252674,None,499.61039100252674,None,499.61039100252674,None,499.61039100252674,None,499.61039100252674,None,3,499.61039100252674,None,501.7279023123847,None,501.7279023123847,None,501.7279023123847,None,501.7279023123847,None,501.7279023123847,None,501.7279023123847,None,501.7279023123847,None,505.7294663993234,None,505.7294663993234,None,505.7294663993234,None,505.7294663993234,None,505.7294663993234,None,505.7294663993234,None,505.7294663993234,None,515.2164798060548,None,2.0845778085058555,506.7132101988245,None,507.713568582054,None,0.91,7.502819708257448,510.7147621262993,None,None,510.7147621262993,None,,,,,,,,,,,,,,,,,,,22694,2019_Oct_07_1051,Mmi_3levels,3.1.5,59.99523899930179,
,,,2,0,12.1,,,,,,,,,0,1,1,1,0,0,0,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,522.2358382616367,None,0.89,7.134809061710257,525.2537311856577,None,4,4.1017651655420195,525.2537311856577,None,529.3719419828558,None,False,True,False,0.89,0.89,0.89,-13.350000000000001,12.1,-1.2500000000000018,-0.6250000000000009,gamble,lose,-1.2500000000000018,152.53958333333333,532.4065112477983,None,532.4065112477983,None,532.4065112477983,None,532.4065112477983,None,532.4065112477983,None,532.4065112477983,None,532.4065112477983,None,1,532.4065112477983,None,534.2738720047055,None,534.2738720047055,None,534.2738720047055,None,534.2738720047055,None,534.2738720047055,None,534.2738720047055,None,534.2738720047055,None,538.2754543307528,None,538.2754543307528,None,538.2754543307528,None,538.2754543307528,None,538.2754543307528,None,538.2754543307528,None,538.2754543307528,None,539.2591869307798,None,1.8344243757019285,,,,,,,,,,,,517.2172621694917,None,4,5.002280853455886,517.2172621694917,None,,,,,,,,,,,,,22694,2019_Oct_07_1051,Mmi_3levels,3.1.5,59.99523899930179,
,,,2,0,4.3,,,,,,,,,0,1,1,1,0,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,0.89,0.89,1.78,-14.24,4.3,-9.940000000000001,-2.8200000000000007,certain,certain,-2.8200000000000007,149.71958333333333,541.2766193963471,None,541.2766193963471,None,541.2766193963471,None,541.2766193963471,None,541.2766193963471,None,541.2766193963471,None,541.2766193963471,None,3,541.2766193963471,None,543.5941735201923,None,543.5941735201923,None,543.5941735201923,None,543.5941735201923,None,543.5941735201923,None,543.5941735201923,None,543.5941735201923,None,547.5957718455174,None,547.5957718455174,None,547.5957718455174,None,547.5957718455174,None,547.5957718455174,None,547.5957718455174,None,547.5957718455174,None,557.082731814764,None,2.28455534556997,548.5794081300555,None,549.5798743482737,None,0.88,7.502752191416221,552.5809837364359,None,None,552.5809837364359,None,,,,,,,,,,,,,,,,,,,22694,2019_Oct_07_1051,Mmi_3levels,3.1.5,59.99523899930179,
,,,2,0,7.5,,,,,,,,,0,1,1,1,0,2,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,0.88,0.88,2.66,-14.98,7.5,-7.48,0.009999999999999787,gamble,lose,-7.48,142.23958333333334,559.1001502009749,None,559.1001502009749,None,559.1001502009749,None,559.1001502009749,None,559.1001502009749,None,559.1001502009749,None,559.1001502009749,None,1,559.1001502009749,None,561.517903483531,None,561.517903483531,None,561.517903483531,None,561.517903483531,None,561.517903483531,None,561.517903483531,None,561.517903483531,None,565.5193616554025,None,565.5193616554025,None,565.5193616554025,None,565.5193616554025,None,565.5193616554025,None,565.5193616554025,None,565.5193616554025,None,566.5030203388887,None,2.384697866917122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22694,2019_Oct_07_1051,Mmi_3levels,3.1.5,59.99523899930179,
,,,2,0,8.5,,,,,,,,,0,1,1,1,0,3,3,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,True,0.88,0.88,3.54,-15.86,8.5,-7.359999999999999,0.5700000000000003,gamble,lose,-7.359999999999999,134.87958333333336,568.5205088018265,None,568.5205088018265,None,568.5205088018265,None,568.5205088018265,None,568.5205088018265,None,568.5205088018265,None,568.5205088018265,None,1,568.5205088018265,None,570.8880666695186,None,570.8880666695186,None,570.8880666695186,None,570.8880666695186,None,570.8880666695186,None,570.8880666695186,None,570.8880666695186,None,574.8896352362353,None,574.8896352362353,None,574.8896352362353,None,574.8896352362353,None,574.8896352362353,None,574.8896352362353,None,574.8896352362353,None,584.3766851212713,None,2.3346346058824565,575.8733675162657,None,576.8736622224969,None,0.76,7.503054897271795,579.8748624864093,None,None,579.8748624864093,None,,,,,,,,,,,,,,,,,,,22694,2019_Oct_07_1051,Mmi_3levels,3.1.5,59.99523899930179,
,,,2,0,13.7,,,,,,,,,0,1,1,1,0,4,4,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,True,0.76,0.76,4.3,-14.940000000000001,13.7,-1.240000000000002,-0.620000000000001,gamble,lose,-1.240000000000002,133.63958333333335,586.394068309135,None,586.394068309135,None,586.394068309135,None,586.394068309135,None,586.394068309135,None,586.394068309135,None,586.394068309135,None,1,586.394068309135,None,588.2948486246751,None,588.2948486246751,None,588.2948486246751,None,588.2948486246751,None,588.2948486246751,None,588.2948486246751,None,588.2948486246751,None,592.2964059919177,None,592.2964059919177,None,592.2964059919177,None,592.2964059919177,None,592.2964059919177,None,592.2964059919177,None,592.2964059919177,None,593.2801200327813,None,1.8678986517770682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22694,2019_Oct_07_1051,Mmi_3levels,3.1.5,59.99523899930179,
,,,2,0,2.1,,,,,,,,,0,1,1,1,0,5,5,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,True,0.76,0.76,5.06,-15.7,2.1,-13.6,-5.75,gamble,lose,-13.6,120.03958333333335,595.2975236996717,None,595.2975236996717,None,595.2975236996717,None,595.2975236996717,None,595.2975236996717,None,595.2975236996717,None,595.2975236996717,None,None,595.2975236996717,None,598.2987482824828,None,598.2987482824828,None,598.2987482824828,None,598.2987482824828,None,598.2987482824828,None,598.2987482824828,None,598.2987482824828,None,602.3002477324044,None,602.3002477324044,None,602.3002477324044,None,602.3002477324044,None,602.3002477324044,None,602.3002477324044,None,602.3002477324044,None,603.2839736127353,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22694,2019_Oct_07_1051,Mmi_3levels,3.1.5,59.99523899930179,
,,,2,0,9.7,,,,,,,,,0,1,1,1,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,True,0.76,0.76,5.819999999999999,3.145,2.425,-0.7200000000000002,0.8524999999999998,gamble,win,2.425,122.46458333333335,605.3014627156663,None,605.3014627156663,None,605.3014627156663,None,605.3014627156663,None,605.3014627156663,None,605.3014627156663,None,605.3014627156663,None,1,605.3014627156663,None,606.8520731511235,None,606.8520731511235,None,606.8520731511235,None,606.8520731511235,None,606.8520731511235,None,606.8520731511235,None,606.8520731511235,None,610.853569721221,None,610.853569721221,None,610.853569721221,None,610.853569721221,None,610.853569721221,None,610.853569721221,None,610.853569721221,None,620.3406026470475,None,1.5176388559048064,611.8373304799024,None,612.8377275813546,None,0.67,7.503124654002022,615.8389035264263,None,None,615.8389035264263,None,,,,,,,,,,,,,,,,,,,22694,2019_Oct_07_1051,Mmi_3levels,3.1.5,59.99523899930179,
,,,2,0,13.9,,,,,,,,,0,1,1,1,0,7,7,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,True,0.67,0.67,6.489999999999999,-15.870000000000001,13.9,-1.9700000000000006,-0.9850000000000003,gamble,lose,-1.9700000000000006,120.49458333333335,622.3580319127359,None,622.3580319127359,None,622.3580319127359,None,622.3580319127359,None,622.3580319127359,None,622.3580319127359,None,622.3580319127359,None,1,622.3580319127359,None,623.8086703789013,None,623.8086703789013,None,623.8086703789013,None,623.8086703789013,None,623.8086703789013,None,623.8086703789013,None,623.8086703789013,None,627.8101480698679,None,627.8101480698679,None,627.8101480698679,None,627.8101480698679,None,627.8101480698679,None,627.8101480698679,None,627.8101480698679,None,628.7938723502739,None,1.4175894501968287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22694,2019_Oct_07_1051,Mmi_3levels,3.1.5,59.99523899930179,
,,,2,0,-0.1,,,,,,,,,0,1,1,1,0,8,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,0.67,0.67,7.159999999999999,-16.54,-0.1,-16.64,-8.370000000000001,gamble,lose,-16.64,103.85458333333335,630.8112939363346,None,630.8112939363346,None,630.8112939363346,None,630.8112939363346,None,630.8112939363346,None,630.8112939363346,None,630.8112939363346,None,None,630.8112939363346,None,633.8125537174928,None,633.8125537174928,None,633.8125537174928,None,633.8125537174928,None,633.8125537174928,None,633.8125537174928,None,633.8125537174928,None,637.8140589271497,None,637.8140589271497,None,637.8140589271497,None,637.8140589271497,None,637.8140589271497,None,637.8140589271497,None,637.8140589271497,None,647.3010659341817,None,,638.7977915271767,None,639.7981521503243,None,0.51,7.502890744945034,642.7993492143869,None,None,642.7993492143869,None,,,,,,,,,,,,,,,,,,,22694,2019_Oct_07_1051,Mmi_3levels,3.1.5,59.99523899930179,
,,,2,0,5.1,,,,,,,,,0,1,1,1,0,9,9,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,0.51,0.51,7.669999999999999,2.424166666666667,1.275,-1.149166666666667,0.06291666666666651,certain,certain,0.06291666666666651,103.91750000000002,649.3185211186938,None,649.3185211186938,None,649.3185211186938,None,649.3185211186938,None,649.3185211186938,None,649.3185211186938,None,649.3185211186938,None,3,649.3185211186938,None,651.9361972208717,None,651.9361972208717,None,651.9361972208717,None,651.9361972208717,None,651.9361972208717,None,651.9361972208717,None,651.9361972208717,None,655.9377270693949,None,655.9377270693949,None,655.9377270693949,None,655.9377270693949,None,655.9377270693949,None,655.9377270693949,None,655.9377270693949,None,656.9213953524013,None,2.5847822789801285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22694,2019_Oct_07_1051,Mmi_3levels,3.1.5,59.99523899930179,
