currSlide,currImage,currText,blockNum,targetHappiness,highAmount,instructionLoop1.thisRepN,instructionLoop1.thisTrialN,instructionLoop1.thisN,instructionLoop1.thisIndex,instructionLoop2.thisRepN,instructionLoop2.thisTrialN,instructionLoop2.thisN,instructionLoop2.thisIndex,blockLoop.thisRepN,blockLoop.thisTrialN,blockLoop.thisN,blockLoop.thisIndex,trialLoop.thisRepN,trialLoop.thisTrialN,trialLoop.thisN,trialLoop.thisIndex,doRatingLoop.thisRepN,doRatingLoop.thisTrialN,doRatingLoop.thisN,doRatingLoop.thisIndex,trialHappyLoop.thisRepN,trialHappyLoop.thisTrialN,trialHappyLoop.thisN,trialHappyLoop.thisIndex,logWinningsLoop.thisRepN,logWinningsLoop.thisTrialN,logWinningsLoop.thisN,logWinningsLoop.thisIndex,instrImage.started,instrImage.stopped,instrText.started,instrText.stopped,instrContinueText.started,instrContinueText.stopped,instrKeyResp.keys,instrKeyResp.rt,instrKeyResp.started,instrKeyResp.stopped,lifeHappyText.started,lifeHappyText.stopped,lifeHappySlider.response,lifeHappySlider.rt,lifeHappySlider.started,lifeHappySlider.stopped,lifeHappyResp.keys,lifeHappyResp.started,lifeHappyResp.stopped,instrImage_2.started,instrImage_2.stopped,instrText_2.started,instrText_2.stopped,instrContinueText_2.started,instrContinueText_2.stopped,instrKeyResp_2.keys,instrKeyResp_2.rt,instrKeyResp_2.started,instrKeyResp_2.stopped,localizing.started,localizing.stopped,start_exp.keys,start_exp.rt,start_exp.started,start_exp.stopped,blockHappyText.started,blockHappyText.stopped,blockHappySlider.response,blockHappySlider.rt,blockHappySlider.started,blockHappySlider.stopped,blockHappyResp.keys,blockHappyResp.started,blockHappyResp.stopped,blankText.started,blankText.stopped,isHappyBlock,isCongruent,isWinOnTop,lastHappyRating,diff,sumDiff,RPE,winAmount,loseAmount,certainAmount,choice,outcome,outcomeAmount,currentWinnings,fixCross.started,fixCross.stopped,certainBox.started,certainBox.stopped,outcome1Box.started,outcome1Box.stopped,outcome2Box.started,outcome2Box.stopped,certainText.started,certainText.stopped,outcome1Text.started,outcome1Text.stopped,outcome2Text.started,outcome2Text.stopped,choiceKey.keys,choiceKey.started,choiceKey.stopped,fixCross_2.started,fixCross_2.stopped,certainBox_2.started,certainBox_2.stopped,outcome1Box_2.started,outcome1Box_2.stopped,outcome2Box_2.started,outcome2Box_2.stopped,certainText_2.started,certainText_2.stopped,outcome1Text_2.started,outcome1Text_2.stopped,outcome2Text_2.started,outcome2Text_2.stopped,fixCross_3.started,fixCross_3.stopped,certainBox_3.started,certainBox_3.stopped,outcome1Box_3.started,outcome1Box_3.stopped,outcome2Box_3.started,outcome2Box_3.stopped,certainText_3.started,certainText_3.stopped,outcome1Text_3.started,outcome1Text_3.stopped,outcome2Text_3.started,outcome2Text_3.stopped,fixCross_ITI.started,fixCross_ITI.stopped,choiceKey.rt,fixCross_ISI.started,fixCross_ISI.stopped,happyText.started,happyText.stopped,happySlider.response,happySlider.rt,happySlider.started,happySlider.stopped,happyResp.keys,happyResp.started,happyResp.stopped,endOfBlockText.started,endOfBlockText.stopped,restKeyResp.keys,restKeyResp.rt,restKeyResp.started,restKeyResp.stopped,blockHappyResp.rt,finalWinnings,cashBonus,participant,date,expName,psychopyVersion,frameRate,
,,,1,1,4.9,,,,,,,,,0,0,0,0,0,15,15,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,0.73,-0.27,-5.949999999999999,9.73,4.9,-4.83,0.03500000000000014,certain,certain,0.03500000000000014,91.17333333333332,424.4165692848619,None,424.4165692848619,None,424.4165692848619,None,424.4165692848619,None,424.4165692848619,None,424.4165692848619,None,424.4165692848619,None,3,424.4165692848619,None,426.5673691169359,None,426.5673691169359,None,426.5673691169359,None,426.5673691169359,None,426.5673691169359,None,426.5673691169359,None,426.5673691169359,None,430.56896231742576,None,430.56896231742576,None,430.56896231742576,None,430.56896231742576,None,430.56896231742576,None,430.56896231742576,None,430.56896231742576,None,431.5526706506498,None,2.117715403670445,,,,,,,,,,,,,,,,,,,,,24232,2019_Nov_05_1502,Mmi_3levels,3.1.5,59.97574224581828,
,,,1,1,4.1,,,,,,,,,0,0,0,0,0,16,16,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,0.73,-0.27,-6.219999999999999,10.0,4.1,-5.9,-0.9000000000000004,gamble,win,4.1,95.27333333333331,433.57006754225586,None,433.57006754225586,None,433.57006754225586,None,433.57006754225586,None,433.57006754225586,None,433.57006754225586,None,433.57006754225586,None,None,433.57006754225586,None,436.5712031655712,None,436.5712031655712,None,436.5712031655712,None,436.5712031655712,None,436.5712031655712,None,436.5712031655712,None,436.5712031655712,None,440.5560893600341,None,440.5560893600341,None,440.5560893600341,None,440.5560893600341,None,440.5560893600341,None,440.5560893600341,None,440.5560893600341,None,450.0597496572882,None,,441.5565334978746,None,442.5568730009254,None,0.78,7.5027313836617395,445.55807166104205,None,None,445.55807166104205,None,,,,,,,,,,24232,2019_Nov_05_1502,Mmi_3levels,3.1.5,59.97574224581828,
,,,1,1,0.1,,,,,,,,,0,0,0,0,0,17,17,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,False,0.78,-0.21999999999999997,-6.439999999999999,-1.3066666666666664,0.1,-1.2066666666666663,-0.5533333333333331,gamble,lose,-1.2066666666666663,94.06666666666665,452.07724830380175,None,452.07724830380175,None,452.07724830380175,None,452.07724830380175,None,452.07724830380175,None,452.07724830380175,None,452.07724830380175,None,None,452.07724830380175,None,455.07840088626835,None,455.07840088626835,None,455.07840088626835,None,455.07840088626835,None,455.07840088626835,None,455.07840088626835,None,455.07840088626835,None,459.06320452480577,None,459.06320452480577,None,459.06320452480577,None,459.06320452480577,None,459.06320452480577,None,459.06320452480577,None,459.06320452480577,None,460.0636102645658,None,,,,,,,,,,,,,,,,,,,,,,24232,2019_Nov_05_1502,Mmi_3levels,3.1.5,59.97574224581828,
,,,1,1,5.7,,,,,,,,,0,0,0,0,0,18,18,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,0.78,-0.21999999999999997,-6.659999999999998,9.739999999999998,5.7,-4.039999999999998,0.830000000000001,certain,certain,0.830000000000001,94.89666666666665,462.0810356347356,None,462.0810356347356,None,462.0810356347356,None,462.0810356347356,None,462.0810356347356,None,462.0810356347356,None,462.0810356347356,None,3,462.0810356347356,None,463.9484457735671,None,463.9484457735671,None,463.9484457735671,None,463.9484457735671,None,463.9484457735671,None,463.9484457735671,None,463.9484457735671,None,467.9333441274939,None,467.9333441274939,None,467.9333441274939,None,467.9333441274939,None,467.9333441274939,None,467.9333441274939,None,467.9333441274939,None,468.93372810829896,None,1.8343001117464155,,,,,,,,,,,,,,,,,,,,,24232,2019_Nov_05_1502,Mmi_3levels,3.1.5,59.97574224581828,
,,,1,1,-0.3,,,,,,,,,0,0,0,0,0,19,19,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,0.78,-0.21999999999999997,-6.879999999999998,9.959999999999997,-0.3,-10.259999999999998,-5.279999999999999,certain,certain,-5.279999999999999,89.61666666666665,470.9512145953486,None,470.9512145953486,None,470.9512145953486,None,470.9512145953486,None,470.9512145953486,None,470.9512145953486,None,470.9512145953486,None,3,470.9512145953486,None,473.43540738441516,None,473.43540738441516,None,473.43540738441516,None,473.43540738441516,None,473.43540738441516,None,473.43540738441516,None,473.43540738441516,None,477.437003784813,None,477.437003784813,None,477.437003784813,None,477.437003784813,None,477.437003784813,None,477.437003784813,None,477.437003784813,None,486.9239589959616,None,2.450917970156297,478.4206593206618,None,479.4210954589071,None,0.75,7.502813619561493,482.4221786048729,None,None,482.4221786048729,None,,,,,,,,,,24232,2019_Nov_05_1502,Mmi_3levels,3.1.5,59.97574224581828,
,,,1,1,6.3,,,,,,,,,0,0,0,0,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,0.75,-0.25,-7.129999999999998,10.629999999999999,6.3,-4.329999999999999,0.9850000000000003,gamble,win,6.3,95.91666666666664,488.9413757264847,None,488.9413757264847,None,488.9413757264847,None,488.9413757264847,None,488.9413757264847,None,488.9413757264847,None,488.9413757264847,None,1,488.9413757264847,None,491.3590025586309,None,491.3590025586309,None,491.3590025586309,None,491.3590025586309,None,491.3590025586309,None,491.3590025586309,None,491.3590025586309,None,495.3605138431303,None,495.3605138431303,None,495.3605138431303,None,495.3605138431303,None,495.3605138431303,None,495.3605138431303,None,495.3605138431303,None,496.34427273389883,None,2.3845705622807145,,,,,,,,,,,,,,,,,,,,,24232,2019_Nov_05_1502,Mmi_3levels,3.1.5,59.97574224581828,
,,,1,1,5.5,,,,,,,,,0,0,0,0,0,21,21,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,False,0.75,-0.25,-7.379999999999998,-1.4899999999999998,5.5,4.01,2.005,gamble,lose,4.01,99.92666666666665,498.36171666311566,None,498.36171666311566,None,498.36171666311566,None,498.36171666311566,None,498.36171666311566,None,498.36171666311566,None,498.36171666311566,None,1,498.36171666311566,None,499.56215497723315,None,499.56215497723315,None,499.56215497723315,None,499.56215497723315,None,499.56215497723315,None,499.56215497723315,None,499.56215497723315,None,503.54698933428153,None,503.54698933428153,None,503.54698933428153,None,503.54698933428153,None,503.54698933428153,None,503.54698933428153,None,503.54698933428153,None,513.0507043488324,None,1.1673439660808071,504.5474299523048,None,505.54781841288786,None,0.75,7.5027771414024755,508.5489092384232,None,None,508.5489092384232,None,,,,,,,,,,24232,2019_Nov_05_1502,Mmi_3levels,3.1.5,59.97574224581828,
,,,1,1,5.3,,,,,,,,,0,0,0,0,0,22,22,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,0.75,-0.25,-7.629999999999998,11.129999999999999,5.3,-5.829999999999999,-0.2649999999999997,certain,certain,-0.2649999999999997,99.66166666666665,515.0680964406347,None,515.0680964406347,None,515.0680964406347,None,515.0680964406347,None,515.0680964406347,None,515.0680964406347,None,515.0680964406347,None,3,515.0680964406347,None,517.4190510809422,None,517.4190510809422,None,517.4190510809422,None,517.4190510809422,None,517.4190510809422,None,517.4190510809422,None,517.4190510809422,None,521.4039206362795,None,521.4039206362795,None,521.4039206362795,None,521.4039206362795,None,521.4039206362795,None,521.4039206362795,None,521.4039206362795,None,522.4042454200098,None,2.3178804513299838,,,,,,,,,,,,,,,,,,,,,24232,2019_Nov_05_1502,Mmi_3levels,3.1.5,59.97574224581828,
,,,1,1,10.3,,,,,,,,,0,0,0,0,0,23,23,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,0.75,-0.25,-7.879999999999998,11.379999999999999,10.3,-1.0799999999999983,-0.5399999999999991,gamble,win,10.3,109.96166666666664,524.4216685503488,None,524.4216685503488,None,524.4216685503488,None,524.4216685503488,None,524.4216685503488,None,524.4216685503488,None,524.4216685503488,None,1,524.4216685503488,None,525.7556109199068,None,525.7556109199068,None,525.7556109199068,None,525.7556109199068,None,525.7556109199068,None,525.7556109199068,None,525.7556109199068,None,529.7571305240272,None,529.7571305240272,None,529.7571305240272,None,529.7571305240272,None,529.7571305240272,None,529.7571305240272,None,529.7571305240272,None,539.24406173639,None,1.3008262627990916,530.7408049390651,None,531.7412228381727,None,0.8,7.502718904288486,534.7423744606785,None,None,534.7423744606785,None,,,,,,,,,,24232,2019_Nov_05_1502,Mmi_3levels,3.1.5,59.97574224581828,
,,,1,1,12.7,,,,,,,,,0,0,0,0,0,24,24,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,True,0.8,-0.19999999999999996,-8.079999999999998,-1.373333333333333,12.7,11.326666666666666,5.663333333333333,gamble,lose,11.326666666666666,121.28833333333331,541.2615546231391,None,541.2615546231391,None,541.2615546231391,None,541.2615546231391,None,541.2615546231391,None,541.2615546231391,None,541.2615546231391,None,1,541.2615546231391,None,542.6954404836288,None,542.6954404836288,None,542.6954404836288,None,542.6954404836288,None,542.6954404836288,None,542.6954404836288,None,542.6954404836288,None,546.6803033192409,None,546.6803033192409,None,546.6803033192409,None,546.6803033192409,None,546.6803033192409,None,546.6803033192409,None,546.6803033192409,None,547.6806421823567,None,1.4006190411746502,,,,,,,,,,,,,,,,,,,,,24232,2019_Nov_05_1502,Mmi_3levels,3.1.5,59.97574224581828,
,,,1,1,13.5,,,,,,,,,0,0,0,0,0,25,25,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,False,0.8,-0.19999999999999996,-8.279999999999998,-1.3899999999999997,13.5,12.11,6.055,gamble,lose,12.11,133.3983333333333,549.6981401888188,None,549.6981401888188,None,549.6981401888188,None,549.6981401888188,None,549.6981401888188,None,549.6981401888188,None,549.6981401888188,None,1,549.6981401888188,None,550.6318490981357,None,550.6318490981357,None,550.6318490981357,None,550.6318490981357,None,550.6318490981357,None,550.6318490981357,None,550.6318490981357,None,554.6333763818257,None,554.6333763818257,None,554.6333763818257,None,554.6333763818257,None,554.6333763818257,None,554.6333763818257,None,554.6333763818257,None,555.6170613563154,None,0.9005912024294958,,,,,,,,,,,,,,,,,,,,,24232,2019_Nov_05_1502,Mmi_3levels,3.1.5,59.97574224581828,
,,,1,1,3.9,,,,,,,,,0,0,0,0,0,26,26,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,0.8,-0.19999999999999996,-8.479999999999997,11.279999999999996,3.9,-7.3799999999999955,-1.7399999999999978,gamble,win,3.9,137.29833333333332,557.6344697672175,None,557.6344697672175,None,557.6344697672175,None,557.6344697672175,None,557.6344697672175,None,557.6344697672175,None,557.6344697672175,None,1,557.6344697672175,None,560.2355252025882,None,560.2355252025882,None,560.2355252025882,None,560.2355252025882,None,560.2355252025882,None,560.2355252025882,None,560.2355252025882,None,564.2203317210078,None,564.2203317210078,None,564.2203317210078,None,564.2203317210078,None,564.2203317210078,None,564.2203317210078,None,564.2203317210078,None,573.7239942582091,None,2.567934848717414,565.2207195416559,None,566.2211080022389,None,0.78,7.502765301964246,569.222288103425,None,None,569.222288103425,None,,,,,,,,,,24232,2019_Nov_05_1502,Mmi_3levels,3.1.5,59.97574224581828,
,,,2,0,11.7,,,,,,,,,0,1,1,1,0,0,0,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,579.0427082680399,None,0.78,6.117950911866501,582.0605604968732,None,4,582.0605604968732,None,585.1617013678188,None,False,True,True,0.78,0.78,0.78,-11.7,11.7,0.0,0.0,gamble,lose,0.0,137.29833333333332,588.1962510031881,None,588.1962510031881,None,588.1962510031881,None,588.1962510031881,None,588.1962510031881,None,588.1962510031881,None,588.1962510031881,None,1,588.1962510031881,None,589.6968023356749,None,589.6968023356749,None,589.6968023356749,None,589.6968023356749,None,589.6968023356749,None,589.6968023356749,None,589.6968023356749,None,593.6816843702691,None,593.6816843702691,None,593.6816843702691,None,593.6816843702691,None,593.6816843702691,None,593.6816843702691,None,593.6816843702691,None,594.6820549118565,None,1.4674681840697303,,,,,,,,,,,,575.7247561401455,None,4,3.3014748704154044,575.7247561401455,None,3.084701051702723,,,24232,2019_Nov_05_1502,Mmi_3levels,3.1.5,59.97574224581828,
,,,2,0,0.7,,,,,,,,,0,1,1,1,0,1,1,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,0.78,0.78,1.56,-12.48,0.7,-11.780000000000001,-5.540000000000001,certain,certain,-5.540000000000001,131.75833333333333,596.6995410788804,None,596.6995410788804,None,596.6995410788804,None,596.6995410788804,None,596.6995410788804,None,596.6995410788804,None,596.6995410788804,None,3,596.6995410788804,None,599.3505188220879,None,599.3505188220879,None,599.3505188220879,None,599.3505188220879,None,599.3505188220879,None,599.3505188220879,None,599.3505188220879,None,603.335385497543,None,603.335385497543,None,603.335385497543,None,603.335385497543,None,603.335385497543,None,603.335385497543,None,603.335385497543,None,612.8390982722631,None,2.6178789153927937,604.3357646786608,None,605.3362084964756,None,0.69,7.502806579810567,608.3373220409267,None,None,608.3373220409267,None,,,,,,,,,,24232,2019_Nov_05_1502,Mmi_3levels,3.1.5,59.97574224581828,
,,,2,0,3.3,,,,,,,,,0,1,1,1,0,2,2,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,0.69,0.69,2.25,-11.91,3.3,-8.61,-2.655,gamble,lose,-8.61,123.14833333333333,614.8565041233087,None,614.8565041233087,None,614.8565041233087,None,614.8565041233087,None,614.8565041233087,None,614.8565041233087,None,614.8565041233087,None,1,614.8565041233087,None,616.9740028977394,None,616.9740028977394,None,616.9740028977394,None,616.9740028977394,None,616.9740028977394,None,616.9740028977394,None,616.9740028977394,None,620.9755205820547,None,620.9755205820547,None,620.9755205820547,None,620.9755205820547,None,620.9755205820547,None,620.9755205820547,None,620.9755205820547,None,621.9592189957621,None,2.0843922670464963,,,,,,,,,,,,,,,,,,,,,24232,2019_Nov_05_1502,Mmi_3levels,3.1.5,59.97574224581828,
,,,2,0,5.5,,,,,,,,,0,1,1,1,0,3,3,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,True,0.69,0.69,2.94,2.66,1.375,-1.2850000000000001,0.04499999999999993,gamble,win,1.375,124.52333333333333,623.9767198821064,None,623.9767198821064,None,623.9767198821064,None,623.9767198821064,None,623.9767198821064,None,623.9767198821064,None,623.9767198821064,None,None,623.9767198821064,None,626.977889103815,None,626.977889103815,None,626.977889103815,None,626.977889103815,None,626.977889103815,None,626.977889103815,None,626.977889103815,None,630.9627164212288,None,630.9627164212288,None,630.9627164212288,None,630.9627164212288,None,630.9627164212288,None,630.9627164212288,None,630.9627164212288,None,640.4663188013947,None,,631.9630668037571,None,632.9634491846664,None,0.68,7.502804980031215,635.9645937674213,None,None,635.9645937674213,None,,,,,,,,,,24232,2019_Nov_05_1502,Mmi_3levels,3.1.5,59.97574224581828,
,,,2,0,0.3,,,,,,,,,0,1,1,1,0,4,4,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,0.68,0.68,3.62,-13.14,0.3,-12.84,-6.27,gamble,lose,-12.84,111.68333333333332,642.4838820846053,None,642.4838820846053,None,642.4838820846053,None,642.4838820846053,None,642.4838820846053,None,642.4838820846053,None,642.4838820846053,None,1,642.4838820846053,None,644.3512211870402,None,644.3512211870402,None,644.3512211870402,None,644.3512211870402,None,644.3512211870402,None,644.3512211870402,None,644.3512211870402,None,648.3527036730666,None,648.3527036730666,None,648.3527036730666,None,648.3527036730666,None,648.3527036730666,None,648.3527036730666,None,648.3527036730666,None,649.3364190459251,None,1.834237714880146,,,,,,,,,,,,,,,,,,,,,24232,2019_Nov_05_1502,Mmi_3levels,3.1.5,59.97574224581828,
,,,2,0,5.1,,,,,,,,,0,1,1,1,0,5,5,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,True,0.68,0.68,4.3,-13.82,5.1,-8.72,-1.8100000000000005,gamble,lose,-8.72,102.96333333333332,651.3538620151812,None,651.3538620151812,None,651.3538620151812,None,651.3538620151812,None,651.3538620151812,None,651.3538620151812,None,651.3538620151812,None,1,651.3538620151812,None,652.7210660843411,None,652.7210660843411,None,652.7210660843411,None,652.7210660843411,None,652.7210660843411,None,652.7210660843411,None,652.7210660843411,None,656.7226493653143,None,656.7226493653143,None,656.7226493653143,None,656.7226493653143,None,656.7226493653143,None,656.7226493653143,None,656.7226493653143,None,657.706307461136,None,1.3339676483301446,,,,,,,,,,,,,,,,,,,,,24232,2019_Nov_05_1502,Mmi_3levels,3.1.5,59.97574224581828,
,,,2,0,2.5,,,,,,,,,0,1,1,1,0,6,6,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,0.68,0.68,4.9799999999999995,-14.5,2.5,-12.0,-4.75,certain,certain,-4.75,98.21333333333332,659.7237494704314,None,659.7237494704314,None,659.7237494704314,None,659.7237494704314,None,659.7237494704314,None,659.7237494704314,None,659.7237494704314,None,3,659.7237494704314,None,662.5748967411928,None,662.5748967411928,None,662.5748967411928,None,662.5748967411928,None,662.5748967411928,None,662.5748967411928,None,662.5748967411928,None,666.5597202187637,None,666.5597202187637,None,666.5597202187637,None,666.5597202187637,None,666.5597202187637,None,666.5597202187637,None,666.5597202187637,None,676.0634617919568,None,2.818052282789722,667.560111559229,None,668.5604824207257,None,0.61,7.502857137355022,671.5616327632451,None,None,671.5616327632451,None,,,,,,,,,,24232,2019_Nov_05_1502,Mmi_3levels,3.1.5,59.97574224581828,
,,,2,0,7.7,,,,,,,,,0,1,1,1,0,7,7,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,True,0.61,0.61,5.59,2.600833333333333,1.925,-0.6758333333333331,0.6245833333333335,gamble,win,1.925,100.13833333333332,678.0808398044901,None,678.0808398044901,None,678.0808398044901,None,678.0808398044901,None,678.0808398044901,None,678.0808398044901,None,678.0808398044901,None,1,678.0808398044901,None,680.4984634367283,None,680.4984634367283,None,680.4984634367283,None,680.4984634367283,None,680.4984634367283,None,680.4984634367283,None,680.4984634367283,None,684.5000012799865,None,684.5000012799865,None,684.5000012799865,None,684.5000012799865,None,684.5000012799865,None,684.5000012799865,None,684.5000012799865,None,685.4837038534461,None,2.3845385637832806,,,,,,,,,,,,,,,,,,,,,24232,2019_Nov_05_1502,Mmi_3levels,3.1.5,59.97574224581828,
,,,2,0,3.5,,,,,,,,,0,1,1,1,0,8,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,True,0.61,0.61,6.2,2.6516666666666664,0.875,-1.7766666666666664,-0.4508333333333332,gamble,win,0.875,101.01333333333332,687.5011007450521,None,687.5011007450521,None,687.5011007450521,None,687.5011007450521,None,687.5011007450521,None,687.5011007450521,None,687.5011007450521,None,1,687.5011007450521,None,689.08504311461,None,689.08504311461,None,689.08504311461,None,689.08504311461,None,689.08504311461,None,689.08504311461,None,689.08504311461,None,693.0865879975026,None,693.0865879975026,None,693.0865879975026,None,693.0865879975026,None,693.0865879975026,None,693.0865879975026,None,693.0865879975026,None,702.5736244847067,None,1.5508521813899279,694.0703504080884,None,695.0706883112434,None,0.66,7.502948972862214,698.0718242545845,None,None,698.0718242545845,None,,,,,,,,,,24232,2019_Nov_05_1502,Mmi_3levels,3.1.5,59.97574224581828,
,,,2,0,2.3,,,,,,,,,0,1,1,1,0,9,9,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,0.66,0.66,6.86,-16.1,2.3,-13.8,-5.75,certain,certain,-5.75,95.26333333333332,704.5910748135066,None,704.5910748135066,None,704.5910748135066,None,704.5910748135066,None,704.5910748135066,None,704.5910748135066,None,704.5910748135066,None,3,704.5910748135066,None,706.9419158595847,None,706.9419158595847,None,706.9419158595847,None,706.9419158595847,None,706.9419158595847,None,706.9419158595847,None,706.9419158595847,None,710.9435097000096,None,710.9435097000096,None,710.9435097000096,None,710.9435097000096,None,710.9435097000096,None,710.9435097000096,None,710.9435097000096,None,711.9271844349569,None,2.317730058915913,,,,,,,,,,,,,,,,,,,,,24232,2019_Nov_05_1502,Mmi_3levels,3.1.5,59.97574224581828,
,,,2,0,1.3,,,,,,,,,0,1,1,1,0,10,10,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,0.66,0.66,7.5200000000000005,-16.76,1.3,-15.46,-7.08,gamble,lose,-15.46,79.80333333333331,713.9446606825804,None,713.9446606825804,None,713.9446606825804,None,713.9446606825804,None,713.9446606825804,None,713.9446606825804,None,713.9446606825804,None,1,713.9446606825804,None,716.1955323190195,None,716.1955323190195,None,716.1955323190195,None,716.1955323190195,None,716.1955323190195,None,716.1955323190195,None,716.1955323190195,None,720.1970964008942,None,720.1970964008942,None,720.1970964008942,None,720.1970964008942,None,720.1970964008942,None,720.1970964008942,None,720.1970964008942,None,721.1807445771992,None,2.2177635291591287,,,,,,,,,,,,,,,,,,,,,24232,2019_Nov_05_1502,Mmi_3levels,3.1.5,59.97574224581828,
,,,2,0,12.3,,,,,,,,,0,1,1,1,0,11,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,0.66,0.66,8.18,-17.42,12.3,-5.120000000000001,-2.5600000000000005,gamble,lose,-5.120000000000001,74.68333333333331,723.198192346259,None,723.198192346259,None,723.198192346259,None,723.198192346259,None,723.198192346259,None,723.198192346259,None,723.198192346259,None,1,723.198192346259,None,724.8822273191763,None,724.8822273191763,None,724.8822273191763,None,724.8822273191763,None,724.8822273191763,None,724.8822273191763,None,724.8822273191763,None,728.8669887199067,None,728.8669887199067,None,728.8669887199067,None,728.8669887199067,None,728.8669887199067,None,728.8669887199067,None,728.8669887199067,None,738.3706778157502,None,1.6509291055845097,729.8674555766629,None,730.8677893199492,None,0.59,7.50278866069857,733.868930703029,None,None,733.868930703029,None,,,,,,,,,,24232,2019_Nov_05_1502,Mmi_3levels,3.1.5,59.97574224581828,
,,,2,0,13.1,,,,,,,,,0,1,1,1,0,12,12,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,True,0.59,0.59,8.77,-17.03,13.1,-3.9300000000000015,-1.9650000000000007,gamble,lose,-3.9300000000000015,70.7533333333333,740.3881707024993,None,740.3881707024993,None,740.3881707024993,None,740.3881707024993,None,740.3881707024993,None,740.3881707024993,None,740.3881707024993,None,1,740.3881707024993,None,741.5886224559508,None,741.5886224559508,None,741.5886224559508,None,741.5886224559508,None,741.5886224559508,None,741.5886224559508,None,741.5886224559508,None,745.5901241409592,None,745.5901241409592,None,745.5901241409592,None,745.5901241409592,None,745.5901241409592,None,745.5901241409592,None,745.5901241409592,None,746.5738350341562,None,1.1673548456747085,,,,,,,,,,,,,,,,,,,,,24232,2019_Nov_05_1502,Mmi_3levels,3.1.5,59.97574224581828,
