currSlide,currImage,currText,blockNum,targetHappiness,highAmount,instructionLoop1.thisRepN,instructionLoop1.thisTrialN,instructionLoop1.thisN,instructionLoop1.thisIndex,instructionLoop2.thisRepN,instructionLoop2.thisTrialN,instructionLoop2.thisN,instructionLoop2.thisIndex,blockLoop.thisRepN,blockLoop.thisTrialN,blockLoop.thisN,blockLoop.thisIndex,trialLoop.thisRepN,trialLoop.thisTrialN,trialLoop.thisN,trialLoop.thisIndex,doRatingLoop.thisRepN,doRatingLoop.thisTrialN,doRatingLoop.thisN,doRatingLoop.thisIndex,trialHappyLoop.thisRepN,trialHappyLoop.thisTrialN,trialHappyLoop.thisN,trialHappyLoop.thisIndex,logWinningsLoop.thisRepN,logWinningsLoop.thisTrialN,logWinningsLoop.thisN,logWinningsLoop.thisIndex,instrImage.started,instrImage.stopped,instrText.started,instrText.stopped,instrContinueText.started,instrContinueText.stopped,instrKeyResp.keys,instrKeyResp.rt,instrKeyResp.started,instrKeyResp.stopped,lifeHappyText.started,lifeHappyText.stopped,lifeHappySlider.response,lifeHappySlider.rt,lifeHappySlider.started,lifeHappySlider.stopped,lifeHappyResp.keys,lifeHappyResp.rt,lifeHappyResp.started,lifeHappyResp.stopped,instrImage_2.started,instrImage_2.stopped,instrText_2.started,instrText_2.stopped,instrContinueText_2.started,instrContinueText_2.stopped,instrKeyResp_2.keys,instrKeyResp_2.rt,instrKeyResp_2.started,instrKeyResp_2.stopped,localizing.started,localizing.stopped,start_exp.keys,start_exp.rt,start_exp.started,start_exp.stopped,blockHappyText.started,blockHappyText.stopped,blockHappySlider.response,blockHappySlider.rt,blockHappySlider.started,blockHappySlider.stopped,blockHappyResp.keys,blockHappyResp.started,blockHappyResp.stopped,blankText.started,blankText.stopped,isHappyBlock,isCongruent,isWinOnTop,lastHappyRating,diff,sumDiff,RPE,winAmount,loseAmount,certainAmount,choice,outcome,outcomeAmount,currentWinnings,fixCross.started,fixCross.stopped,certainBox.started,certainBox.stopped,outcome1Box.started,outcome1Box.stopped,outcome2Box.started,outcome2Box.stopped,certainText.started,certainText.stopped,outcome1Text.started,outcome1Text.stopped,outcome2Text.started,outcome2Text.stopped,choiceKey.keys,choiceKey.started,choiceKey.stopped,fixCross_2.started,fixCross_2.stopped,certainBox_2.started,certainBox_2.stopped,outcome1Box_2.started,outcome1Box_2.stopped,outcome2Box_2.started,outcome2Box_2.stopped,certainText_2.started,certainText_2.stopped,outcome1Text_2.started,outcome1Text_2.stopped,outcome2Text_2.started,outcome2Text_2.stopped,fixCross_3.started,fixCross_3.stopped,certainBox_3.started,certainBox_3.stopped,outcome1Box_3.started,outcome1Box_3.stopped,outcome2Box_3.started,outcome2Box_3.stopped,certainText_3.started,certainText_3.stopped,outcome1Text_3.started,outcome1Text_3.stopped,outcome2Text_3.started,outcome2Text_3.stopped,fixCross_ITI.started,fixCross_ITI.stopped,choiceKey.rt,fixCross_ISI.started,fixCross_ISI.stopped,happyText.started,happyText.stopped,happySlider.response,happySlider.rt,happySlider.started,happySlider.stopped,happyResp.keys,happyResp.started,happyResp.stopped,endOfBlockText.started,endOfBlockText.stopped,restKeyResp.keys,restKeyResp.rt,restKeyResp.started,restKeyResp.stopped,finalWinnings,cashBonus,goodbyeText.started,goodbyeText.stopped,finalWinningsText.started,finalWinningsText.stopped,spaceToContinue.started,spaceToContinue.stopped,goodbyeKeyResp_2.keys,goodbyeKeyResp_2.rt,goodbyeKeyResp_2.started,goodbyeKeyResp_2.stopped,participant,date,expName,psychopyVersion,frameRate,
,,,1,1,0.1,,,,,,,,,0,0,0,0,0,14,14,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,1.0,0.0,0.0,0.03,0.1,0.07,0.085,gamble,win,0.1,59.15,818.5314617581316,None,818.5314617581316,None,818.5314617581316,None,818.5314617581316,None,818.5314617581316,None,818.5314617581316,None,818.5314617581316,None,1,818.5314617581316,None,821.0657428783597,None,821.0657428783597,None,821.0657428783597,None,821.0657428783597,None,821.0657428783597,None,821.0657428783597,None,821.0657428783597,None,825.0505779676023,None,825.0505779676023,None,825.0505779676023,None,825.0505779676023,None,825.0505779676023,None,825.0505779676023,None,825.0505779676023,None,834.5541843256797,None,2.5011872934992425,826.0509667458246,None,827.051388482214,None,1.0,7.50276480516186,830.052508419496,None,None,830.052508419496,None,,,,,,,,,,,,,,,,,,,24223,2019_Dec_23_1144,Mmi_3levels,3.1.5,59.97645217186193,
,,,1,1,9.7,,,,,,,,,0,0,0,0,0,15,15,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,1.0,0.0,0.0,0.03,9.7,9.67,4.835,gamble,win,9.7,68.85,836.5716147095663,None,836.5716147095663,None,836.5716147095663,None,836.5716147095663,None,836.5716147095663,None,836.5716147095663,None,836.5716147095663,None,1,836.5716147095663,None,838.1722233154578,None,838.1722233154578,None,838.1722233154578,None,838.1722233154578,None,838.1722233154578,None,838.1722233154578,None,838.1722233154578,None,842.1570635244134,None,842.1570635244134,None,842.1570635244134,None,842.1570635244134,None,842.1570635244134,None,842.1570635244134,None,842.1570635244134,None,843.1574366235291,None,1.5675109393778257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24223,2019_Dec_23_1144,Mmi_3levels,3.1.5,59.97645217186193,
,,,1,1,3.5,,,,,,,,,0,0,0,0,0,16,16,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,1.0,0.0,0.0,0.03,3.5,3.47,1.735,gamble,win,3.5,72.35,845.1749124448979,None,845.1749124448979,None,845.1749124448979,None,845.1749124448979,None,845.1749124448979,None,845.1749124448979,None,845.1749124448979,None,1,845.1749124448979,None,847.3423561880481,None,847.3423561880481,None,847.3423561880481,None,847.3423561880481,None,847.3423561880481,None,847.3423561880481,None,847.3423561880481,None,851.3272363947472,None,851.3272363947472,None,851.3272363947472,None,851.3272363947472,None,851.3272363947472,None,851.3272363947472,None,851.3272363947472,None,860.8307960354141,None,2.134359515912365,852.3275877350825,None,853.3279509147396,None,1.0,7.502613133634441,856.3290769316955,None,None,856.3290769316955,None,,,,,,,,,,,,,,,,,,,24223,2019_Dec_23_1144,Mmi_3levels,3.1.5,59.97645217186193,
,,,1,1,9.1,,,,,,,,,0,0,0,0,0,17,17,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,1.0,0.0,0.0,0.03,9.1,9.07,4.535,gamble,win,9.1,81.44999999999999,862.8481765020988,None,862.8481765020988,None,862.8481765020988,None,862.8481765020988,None,862.8481765020988,None,862.8481765020988,None,862.8481765020988,None,1,862.8481765020988,None,864.1153759389417,None,864.1153759389417,None,864.1153759389417,None,864.1153759389417,None,864.1153759389417,None,864.1153759389417,None,864.1153759389417,None,868.1002177477931,None,868.1002177477931,None,868.1002177477931,None,868.1002177477931,None,868.1002177477931,None,868.1002177477931,None,868.1002177477931,None,869.1005934067653,None,1.2341088099055924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24223,2019_Dec_23_1144,Mmi_3levels,3.1.5,59.97645217186193,
,,,1,1,-0.1,,,,,,,,,0,0,0,0,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,1.0,0.0,0.0,0.03,-0.1,-0.13,-0.115,certain,certain,-0.115,81.335,871.1179809130263,None,871.1179809130263,None,871.1179809130263,None,871.1179809130263,None,871.1179809130263,None,871.1179809130263,None,871.1179809130263,None,3,871.1179809130263,None,873.8856864015106,None,873.8856864015106,None,873.8856864015106,None,873.8856864015106,None,873.8856864015106,None,873.8856864015106,None,873.8856864015106,None,877.8872591134859,None,877.8872591134859,None,877.8872591134859,None,877.8872591134859,None,877.8872591134859,None,877.8872591134859,None,877.8872591134859,None,878.8709534665686,None,2.734605582081713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24223,2019_Dec_23_1144,Mmi_3levels,3.1.5,59.97645217186193,
,,,1,1,13.7,,,,,,,,,0,0,0,0,0,19,19,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,False,1.0,0.0,0.0,-0.03,13.7,13.67,6.835,gamble,lose,13.67,95.005,880.8883918500505,None,880.8883918500505,None,880.8883918500505,None,880.8883918500505,None,880.8883918500505,None,880.8883918500505,None,880.8883918500505,None,1,880.8883918500505,None,882.3722869919147,None,882.3722869919147,None,882.3722869919147,None,882.3722869919147,None,882.3722869919147,None,882.3722869919147,None,882.3722869919147,None,886.3737960273866,None,886.3737960273866,None,886.3737960273866,None,886.3737960273866,None,886.3737960273866,None,886.3737960273866,None,886.3737960273866,None,895.8607629972394,None,1.450804834952578,887.3575006199535,None,888.357880438678,None,1.0,7.502740806492511,891.35900037596,None,None,891.35900037596,None,,,,,,,,,,,,,,,,,,,24223,2019_Dec_23_1144,Mmi_3levels,3.1.5,59.97645217186193,
,,,1,1,5.1,,,,,,,,,0,0,0,0,0,20,20,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,True,1.0,0.0,0.0,-0.03,5.1,5.069999999999999,2.5349999999999997,gamble,lose,5.069999999999999,100.07499999999999,897.8781517834868,None,897.8781517834868,None,897.8781517834868,None,897.8781517834868,None,897.8781517834868,None,897.8781517834868,None,897.8781517834868,None,1,897.8781517834868,None,899.2786813538405,None,899.2786813538405,None,899.2786813538405,None,899.2786813538405,None,899.2786813538405,None,899.2786813538405,None,899.2786813538405,None,903.2635222027311,None,903.2635222027311,None,903.2635222027311,None,903.2635222027311,None,903.2635222027311,None,903.2635222027311,None,903.2635222027311,None,904.2639036213513,None,1.3674437431618571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24223,2019_Dec_23_1144,Mmi_3levels,3.1.5,59.97645217186193,
,,,1,1,1.7,,,,,,,,,0,0,0,0,0,21,21,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,1.0,0.0,0.0,0.03,1.7,1.67,1.685,gamble,win,1.7,101.77499999999999,906.281331125414,None,906.281331125414,None,906.281331125414,None,906.281331125414,None,906.281331125414,None,906.281331125414,None,906.281331125414,None,1,906.281331125414,None,909.0323697072454,None,909.0323697072454,None,909.0323697072454,None,909.0323697072454,None,909.0323697072454,None,909.0323697072454,None,909.0323697072454,None,913.0172153559397,None,913.0172153559397,None,913.0172153559397,None,913.0172153559397,None,913.0172153559397,None,913.0172153559397,None,913.0172153559397,None,922.5208105145721,None,2.7179549945285544,914.0175775756361,None,915.0179791531409,None,1.0,7.502719047712162,918.0190933307749,None,None,918.0190933307749,None,,,,,,,,,,,,,,,,,,,24223,2019_Dec_23_1144,Mmi_3levels,3.1.5,59.97645217186193,
,,,1,1,1.9,,,,,,,,,0,0,0,0,0,22,22,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,1.0,0.0,0.0,0.03,1.9,1.8699999999999999,1.8849999999999998,certain,certain,1.8849999999999998,103.66,924.538244418276,None,924.538244418276,None,924.538244418276,None,924.538244418276,None,924.538244418276,None,924.538244418276,None,924.538244418276,None,3,924.538244418276,None,926.9891855655587,None,926.9891855655587,None,926.9891855655587,None,926.9891855655587,None,926.9891855655587,None,926.9891855655587,None,926.9891855655587,None,930.9906302847085,None,930.9906302847085,None,930.9906302847085,None,930.9906302847085,None,930.9906302847085,None,930.9906302847085,None,930.9906302847085,None,931.9910376218613,None,2.434503987780772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24223,2019_Dec_23_1144,Mmi_3levels,3.1.5,59.97645217186193,
,,,1,1,3.9,,,,,,,,,0,0,0,0,0,23,23,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,True,1.0,0.0,0.0,-0.03,3.9,3.87,1.935,gamble,lose,3.87,107.53,934.0085310422583,None,934.0085310422583,None,934.0085310422583,None,934.0085310422583,None,934.0085310422583,None,934.0085310422583,None,934.0085310422583,None,1,934.0085310422583,None,936.0092881198507,None,936.0092881198507,None,936.0092881198507,None,936.0092881198507,None,936.0092881198507,None,936.0092881198507,None,936.0092881198507,None,939.9940918508219,None,939.9940918508219,None,939.9940918508219,None,939.9940918508219,None,939.9940918508219,None,939.9940918508219,None,939.9940918508219,None,949.4976818897994,None,1.9676251729833893,940.9944700696506,None,941.994799331238,None,1.0,7.502787843928672,944.9959295079461,None,None,944.9959295079461,None,,,,,,,,,,,,,,,,,,,24223,2019_Dec_23_1144,Mmi_3levels,3.1.5,59.97645217186193,
,,,1,1,4.9,,,,,,,,,0,0,0,0,0,24,24,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,1.0,0.0,0.0,0.03,4.9,4.87,2.435,gamble,win,4.9,112.43,951.5151157935034,None,951.5151157935034,None,951.5151157935034,None,951.5151157935034,None,951.5151157935034,None,951.5151157935034,None,951.5151157935034,None,1,951.5151157935034,None,952.8822958713863,None,952.8822958713863,None,952.8822958713863,None,952.8822958713863,None,952.8822958713863,None,952.8822958713863,None,952.8822958713863,None,956.8671440798789,None,956.8671440798789,None,956.8671440798789,None,956.8671440798789,None,956.8671440798789,None,956.8671440798789,None,956.8671440798789,None,957.867503739777,None,1.3340920108603314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24223,2019_Dec_23_1144,Mmi_3levels,3.1.5,59.97645217186193,
,,,1,1,8.7,,,,,,,,,0,0,0,0,0,25,25,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,1.0,0.0,0.0,0.03,8.7,8.67,4.335,gamble,win,8.7,121.13000000000001,959.8850038797827,None,959.8850038797827,None,959.8850038797827,None,959.8850038797827,None,959.8850038797827,None,959.8850038797827,None,959.8850038797827,None,1,959.8850038797827,None,961.0520678041503,None,961.0520678041503,None,961.0520678041503,None,961.0520678041503,None,961.0520678041503,None,961.0520678041503,None,961.0520678041503,None,965.0369416112662,None,965.0369416112662,None,965.0369416112662,None,965.0369416112662,None,965.0369416112662,None,965.0369416112662,None,965.0369416112662,None,966.03727791243,None,1.133987056731712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24223,2019_Dec_23_1144,Mmi_3levels,3.1.5,59.97645217186193,
,,,1,1,12.3,,,,,,,,,0,0,0,0,0,26,26,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,1.0,0.0,0.0,0.03,12.3,12.270000000000001,6.135000000000001,gamble,win,12.3,133.43,968.0547134160297,None,968.0547134160297,None,968.0547134160297,None,968.0547134160297,None,968.0547134160297,None,968.0547134160297,None,968.0547134160297,None,1,968.0547134160297,None,969.8220493252156,None,969.8220493252156,None,969.8220493252156,None,969.8220493252156,None,969.8220493252156,None,969.8220493252156,None,969.8220493252156,None,973.8068799346802,None,973.8068799346802,None,973.8068799346802,None,973.8068799346802,None,973.8068799346802,None,973.8068799346802,None,973.8068799346802,None,983.3104811730445,None,1.734235362848267,974.8072635931894,None,975.8076462917961,None,1.0,7.502714567992371,978.8087390306173,None,None,978.8087390306173,None,,,,,,,,,,,,,,,,,,,24223,2019_Dec_23_1144,Mmi_3levels,3.1.5,59.97645217186193,
,,,2,0,7.1,,,,,,,,,0,1,1,1,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,994.8814530386007,None,1.0,7.500614205608144,997.8993195580551,None,None,997.8993195580551,None,1002.3843957537902,None,False,True,True,1.0,1.0,1.0,-15.0,7.1,-7.9,-0.40000000000000036,gamble,lose,-7.9,125.53,1005.4188565440127,None,1005.4188565440127,None,1005.4188565440127,None,1005.4188565440127,None,1005.4188565440127,None,1005.4188565440127,None,1005.4188565440127,None,1,1005.4188565440127,None,1008.253302934987,None,1008.253302934987,None,1008.253302934987,None,1008.253302934987,None,1008.253302934987,None,1008.253302934987,None,1008.253302934987,None,1012.2380967465579,None,1012.2380967465579,None,1012.2380967465579,None,1012.2380967465579,None,1012.2380967465579,None,1012.2380967465579,None,1012.2380967465579,None,1013.2384861647733,None,2.8013055269257165,,,,,,,,,,,,985.3112801683019,None,4,9.553777948429342,985.3112801683019,None,,,,,,,,,,,,,24223,2019_Dec_23_1144,Mmi_3levels,3.1.5,59.97645217186193,
,,,2,0,0.7,,,,,,,,,0,1,1,1,0,1,1,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,True,1.0,1.0,2.0,-16.0,0.7,-15.3,-7.300000000000001,gamble,lose,-15.3,110.23,1015.2559146287385,None,1015.2559146287385,None,1015.2559146287385,None,1015.2559146287385,None,1015.2559146287385,None,1015.2559146287385,None,1015.2559146287385,None,None,1015.2559146287385,None,1018.2570457654074,None,1018.2570457654074,None,1018.2570457654074,None,1018.2570457654074,None,1018.2570457654074,None,1018.2570457654074,None,1018.2570457654074,None,1022.2585564008332,None,1022.2585564008332,None,1022.2585564008332,None,1022.2585564008332,None,1022.2585564008332,None,1022.2585564008332,None,1022.2585564008332,None,1031.745484332845,None,,1023.2422673929832,None,1024.2426862495486,None,0.94,7.502702728612348,1027.2437732286635,None,None,1027.2437732286635,None,,,,,,,,,,,,,,,,,,,24223,2019_Dec_23_1144,Mmi_3levels,3.1.5,59.97645217186193,
,,,2,0,0.5,,,,,,,,,0,1,1,1,0,2,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,0.94,0.94,2.94,-16.1,0.5,-15.600000000000001,-7.550000000000001,certain,certain,-7.550000000000001,102.68,1033.76291599666,None,1033.76291599666,None,1033.76291599666,None,1033.76291599666,None,1033.76291599666,None,1033.76291599666,None,1033.76291599666,None,3,1033.76291599666,None,1036.4305883670459,None,1036.4305883670459,None,1036.4305883670459,None,1036.4305883670459,None,1036.4305883670459,None,1036.4305883670459,None,1036.4305883670459,None,1040.432108921872,None,1040.432108921872,None,1040.432108921872,None,1040.432108921872,None,1040.432108921872,None,1040.432108921872,None,1040.432108921872,None,1041.41581127455,None,2.6346153415506706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24223,2019_Dec_23_1144,Mmi_3levels,3.1.5,59.97645217186193,
,,,2,0,7.5,,,,,,,,,0,1,1,1,0,3,3,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,True,0.94,0.94,3.88,3.6133333333333333,1.875,-1.7383333333333333,0.06833333333333336,gamble,win,1.875,104.555,1043.4332454982214,None,1043.4332454982214,None,1043.4332454982214,None,1043.4332454982214,None,1043.4332454982214,None,1043.4332454982214,None,1043.4332454982214,None,1,1043.4332454982214,None,1045.7174449430313,None,1045.7174449430313,None,1045.7174449430313,None,1045.7174449430313,None,1045.7174449430313,None,1045.7174449430313,None,1045.7174449430313,None,1049.7022873918759,None,1049.7022873918759,None,1049.7022873918759,None,1049.7022873918759,None,1049.7022873918759,None,1049.7022873918759,None,1049.7022873918759,None,1059.205874870997,None,2.251109137898311,1050.7026934491587,None,1051.7030495891813,None,0.97,7.502816642285325,1054.7041640867828,None,None,1054.7041640867828,None,,,,,,,,,,,,,,,,,,,24223,2019_Dec_23_1144,Mmi_3levels,3.1.5,59.97645217186193,
,,,2,0,12.3,,,,,,,,,0,1,1,1,0,4,4,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,0.97,0.97,4.85,3.799166666666667,3.075,-0.7241666666666666,1.1754166666666668,gamble,win,3.075,107.63000000000001,1061.2233068547794,None,1061.2233068547794,None,1061.2233068547794,None,1061.2233068547794,None,1061.2233068547794,None,1061.2233068547794,None,1061.2233068547794,None,1,1061.2233068547794,None,1062.557147679734,None,1062.557147679734,None,1062.557147679734,None,1062.557147679734,None,1062.557147679734,None,1062.557147679734,None,1062.557147679734,None,1066.541992688377,None,1066.541992688377,None,1066.541992688377,None,1066.541992688377,None,1066.541992688377,None,1066.541992688377,None,1066.541992688377,None,1067.542363227636,None,1.3007316390285268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24223,2019_Dec_23_1144,Mmi_3levels,3.1.5,59.97645217186193,
,,,2,0,5.9,,,,,,,,,0,1,1,1,0,5,5,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,0.97,0.97,5.819999999999999,-19.4,5.9,-13.499999999999998,-3.799999999999999,gamble,lose,-13.499999999999998,94.13000000000001,1069.5598416088615,None,1069.5598416088615,None,1069.5598416088615,None,1069.5598416088615,None,1069.5598416088615,None,1069.5598416088615,None,1069.5598416088615,None,None,1069.5598416088615,None,1072.560931147833,None,1072.560931147833,None,1072.560931147833,None,1072.560931147833,None,1072.560931147833,None,1072.560931147833,None,1072.560931147833,None,1076.5625070595997,None,1076.5625070595997,None,1076.5625070595997,None,1076.5625070595997,None,1076.5625070595997,None,1076.5625070595997,None,1076.5625070595997,None,1077.5461607749457,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24223,2019_Dec_23_1144,Mmi_3levels,3.1.5,59.97645217186193,
,,,2,0,5.5,,,,,,,,,0,1,1,1,0,6,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,True,0.97,0.97,6.789999999999999,3.9608333333333334,1.375,-2.5858333333333334,-0.6054166666666667,gamble,win,1.375,95.50500000000001,1079.5635837992886,None,1079.5635837992886,None,1079.5635837992886,None,1079.5635837992886,None,1079.5635837992886,None,1079.5635837992886,None,1079.5635837992886,None,1,1079.5635837992886,None,1082.2646427800064,None,1082.2646427800064,None,1082.2646427800064,None,1082.2646427800064,None,1082.2646427800064,None,1082.2646427800064,None,1082.2646427800064,None,1086.2494484308409,None,1086.2494484308409,None,1086.2494484308409,None,1086.2494484308409,None,1086.2494484308409,None,1086.2494484308409,None,1086.2494484308409,None,1095.7530416696682,None,2.66792419628473,1087.2498324093758,None,1088.2501696705003,None,0.98,7.502768644946627,1091.25132800563,None,None,1091.25132800563,None,,,,,,,,,,,,,,,,,,,24223,2019_Dec_23_1144,Mmi_3levels,3.1.5,59.97645217186193,
,,,2,0,13.1,,,,,,,,,0,1,1,1,0,7,7,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,0.98,0.98,7.77,4.0775,3.275,-0.8024999999999998,1.23625,gamble,win,3.275,98.78000000000002,1097.7704518946703,None,1097.7704518946703,None,1097.7704518946703,None,1097.7704518946703,None,1097.7704518946703,None,1097.7704518946703,None,1097.7704518946703,None,1,1097.7704518946703,None,1099.1043151183403,None,1099.1043151183403,None,1099.1043151183403,None,1099.1043151183403,None,1099.1043151183403,None,1099.1043151183403,None,1099.1043151183403,None,1103.0891198092722,None,1103.0891198092722,None,1103.0891198092722,None,1103.0891198092722,None,1103.0891198092722,None,1103.0891198092722,None,1103.0891198092722,None,1104.0895341860596,None,1.300773556693457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24223,2019_Dec_23_1144,Mmi_3levels,3.1.5,59.97645217186193,
,,,2,0,-0.9,,,,,,,,,0,1,1,1,0,8,8,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,True,0.98,0.98,8.75,-22.47,-0.9,-23.369999999999997,-12.134999999999998,gamble,lose,-23.369999999999997,75.41000000000003,1106.1069648899138,None,1106.1069648899138,None,1106.1069648899138,None,1106.1069648899138,None,1106.1069648899138,None,1106.1069648899138,None,1106.1069648899138,None,None,1106.1069648899138,None,1109.1081027462496,None,1109.1081027462496,None,1109.1081027462496,None,1109.1081027462496,None,1109.1081027462496,None,1109.1081027462496,None,1109.1081027462496,None,1113.109599622374,None,1113.109599622374,None,1113.109599622374,None,1113.109599622374,None,1113.109599622374,None,1113.109599622374,None,1113.109599622374,None,1122.5965435535181,None,,1114.0933221339365,None,1115.0936952330521,None,0.93,7.502784004085697,1118.0948170901975,None,None,1118.0948170901975,None,,,,,,,,,,,,,,,,,,,24223,2019_Dec_23_1144,Mmi_3levels,3.1.5,59.97645217186193,
,,,2,0,12.7,,,,,,,,,0,1,1,1,0,9,9,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,0.93,0.93,9.68,-22.700000000000003,12.7,-10.000000000000004,1.3499999999999979,certain,certain,1.3499999999999979,76.76000000000002,1124.6139729775023,None,1124.6139729775023,None,1124.6139729775023,None,1124.6139729775023,None,1124.6139729775023,None,1124.6139729775023,None,1124.6139729775023,None,3,1124.6139729775023,None,1126.2479198764777,None,1126.2479198764777,None,1126.2479198764777,None,1126.2479198764777,None,1126.2479198764777,None,1126.2479198764777,None,1126.2479198764777,None,1130.2494010734954,None,1130.2494010734954,None,1130.2494010734954,None,1130.2494010734954,None,1130.2494010734954,None,1130.2494010734954,None,1130.2494010734954,None,1131.233086147171,None,1.6006646028254181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24223,2019_Dec_23_1144,Mmi_3levels,3.1.5,59.97645217186193,
,,,2,0,7.7,,,,,,,,,0,1,1,1,0,10,10,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,True,0.93,0.93,10.61,-23.630000000000003,7.7,-15.930000000000003,-4.115000000000002,gamble,lose,-15.930000000000003,60.83000000000001,1133.2505709279794,None,1133.2505709279794,None,1133.2505709279794,None,1133.2505709279794,None,1133.2505709279794,None,1133.2505709279794,None,1133.2505709279794,None,1,1133.2505709279794,None,1135.1846456598141,None,1135.1846456598141,None,1135.1846456598141,None,1135.1846456598141,None,1135.1846456598141,None,1135.1846456598141,None,1135.1846456598141,None,1139.1862055724487,None,1139.1862055724487,None,1139.1862055724487,None,1139.1862055724487,None,1139.1862055724487,None,1139.1862055724487,None,1139.1862055724487,None,1140.1698493683944,None,1.9007844360894524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24223,2019_Dec_23_1144,Mmi_3levels,3.1.5,59.97645217186193,
